Step Number,Energy per particle,Pressure
0, -0.07575293930341777, 0.007541120137273114
1000, -0.07282201031257604, 0.007965171906234256
2000, -0.07655717690991112, 0.0078017871517382644
3000, -0.07549609131784103, 0.00782710062730152
4000, -0.07723768555196842, 0.007637481727524407
5000, -0.0683808023019573, 0.007988829808575217
6000, -0.07223656832095024, 0.007900189926162883
7000, -0.07428938798057676, 0.007550049578347502
8000, -0.07424748508279416, 0.007381328169747802
9000, -0.07283117480034293, 0.0075785896453184854
10000, -0.06966921400242017, 0.007566015752563162
11000, -0.0637266669452828, 0.007991712872929763
12000, -0.06469307342416125, 0.008244205828591453
13000, -0.06977176716681471, 0.008110148721585234
14000, -0.07323101430643543, 0.007709462256414337
15000, -0.07425580233341178, 0.007857363554574368
16000, -0.07312175099583748, 0.007892191699777722
17000, -0.07843291989642485, 0.0077563118727635395
18000, -0.07597310330035983, 0.0075912226808628035
19000, -0.07182929218225373, 0.007542858228152765
20000, -0.0759646814727596, 0.007675186993029182
21000, -0.07012850297518075, 0.008013380467560794
22000, -0.07317631900777835, 0.007868534217995228
23000, -0.07428737625876138, 0.007786996763915668
24000, -0.06963981720870434, 0.007959035401720518
25000, -0.06826674491146248, 0.008256733997904896
26000, -0.07820040868558474, 0.007640713423334375
27000, -0.06769805217661538, 0.008337458383043856
28000, -0.07037185139707762, 0.008432472476227896
29000, -0.08385888985784887, 0.007643547258360024
30000, -0.08396063405944615, 0.007506416299881916
31000, -0.07712283748320653, 0.007787176610965687
32000, -0.07737775794372022, 0.007455708523107859
33000, -0.07809945615525798, 0.0074617990819509745
34000, -0.07805061146513213, 0.007614377812848473
35000, -0.07909141989346853, 0.007656960404565222
36000, -0.08179517167778506, 0.007903165638266377
37000, -0.08039518035140912, 0.00786546343143999
38000, -0.07594385270412782, 0.007779879369950285
39000, -0.07725968105388505, 0.007825668552783546
40000, -0.06854889803030412, 0.008268031047158453
41000, -0.07419919938037332, 0.007969346743552819
42000, -0.07489705760845998, 0.00811672322463434
43000, -0.07997498446463136, 0.00785302420075352
44000, -0.07775892685708885, 0.007683009623398783
45000, -0.07589115885774769, 0.00782221292488453
46000, -0.07742415164175133, 0.007797034733382277
47000, -0.07658250243465038, 0.007881898820679467
48000, -0.07283479009766969, 0.008296079875011476
49000, -0.0773660122635157, 0.00815217997035039
50000, -0.07602417696338673, 0.008049938221559168
51000, -0.0800639405888216, 0.007773262906708293
52000, -0.08293982020315863, 0.007624160119307064
53000, -0.07715948711421557, 0.00825820670805446
54000, -0.08048205226396608, 0.007782215113978502
55000, -0.08200796609670119, 0.007847109716333883
56000, -0.0851904113859729, 0.007521905013376121
57000, -0.08100687758325856, 0.007652377504755219
58000, -0.08183337283460865, 0.007603228499410938
59000, -0.08356732676121975, 0.00787372797771282
60000, -0.09026562703420439, 0.007570839515265433
61000, -0.09056168923661882, 0.007471864107885338
62000, -0.08206167180301768, 0.008031764073730194
63000, -0.09190444058338676, 0.0077637448068311075
64000, -0.08981454018753779, 0.007893854187921656
65000, -0.09057211212680673, 0.008003529846737467
66000, -0.08846555520843682, 0.007868714220603822
67000, -0.08753229099611526, 0.00766895662043556
68000, -0.08262793052572615, 0.0076525824718297
69000, -0.082599502722328, 0.007553397972026727
70000, -0.0796786154741692, 0.007869518819505147
71000, -0.08205303664783589, 0.007769170823214155
72000, -0.07798923149452879, 0.007871341436255876
73000, -0.07986175864685849, 0.007867474635438843
74000, -0.0814831775718713, 0.007911006590676293
75000, -0.08049447534560114, 0.007913037172046973
76000, -0.08171558240652309, 0.007896196446243533
77000, -0.08605315160944606, 0.007532566748099896
78000, -0.07980941884155927, 0.008014868614124275
79000, -0.08336038900324745, 0.007561901467515531
80000, -0.08342407418764257, 0.007558235027729121
81000, -0.08444460313968113, 0.007285143179831512
82000, -0.08354712457500191, 0.00762659741747567
83000, -0.07925586336697141, 0.0077093154687659145
84000, -0.08122084539219251, 0.007820855362989796
85000, -0.06907244196029853, 0.008550613168635033
86000, -0.07476294504548164, 0.0081138609909328
87000, -0.08193239464090238, 0.0077716323096652055
88000, -0.08562617471984167, 0.007697612817576137
89000, -0.07813905126395489, 0.007720341272844819
90000, -0.0846745512520886, 0.007368856536136539
91000, -0.08620467069449009, 0.007707636926829813
92000, -0.08785961504918562, 0.007606596265482623
93000, -0.0764557810908475, 0.008093904334302517
94000, -0.07211363196691756, 0.008243864720327294
95000, -0.07753154091878461, 0.007715698326127477
96000, -0.07595390750978727, 0.007594548923155624
97000, -0.07360275949458105, 0.007633194372636363
98000, -0.07207470557101948, 0.007664573251453369
99000, -0.07650734060308151, 0.007535720654927425
