Step Number,Energy per particle,Pressure
0, 2771234381614.2466, 9976444043397.809
100, 2771231617779.1904, 9976434093286.033
200, 2771230589716.529, 9976430392029.26
300, 2771230361825.6973, 9976429571524.6
400, 2771230306519.346, 9976429372356.988
500, 2771230173161.5464, 9976428892201.424
600, 2771230093099.9053, 9976428603919.217
700, 2771230073837.1143, 9976428534546.387
800, 2771228112001.204, 9976421471801.15
900, 2771228084105.596, 9976421371336.549
